ID,stream,position,trap,time,order,suborder,family,subfamily,genus,species,number,comment,label on Eppi (y/n),same as in table,
1409,Russbach,up,1,2018-07-30,Diptera,Brachycera,Empididae,,,,5,,,,
1410,Russbach,up,1,2018-07-30,Hymenoptera,,,,,,2,,n,,
1411,Russbach,up,1,2018-07-30,Diptera,Brachycera,,,,,2,,,,
1412,Russbach,up,1,2018-07-30,Diptera,Nematocera,Ptychopteridae,,,,1,,,,
1413,Russbach,up,1,2018-07-30,Diptera,Nematocera,Chironomidae,,,,5,,,,
1414,Isenach,up,1,2018-08-02,Diptera,Brachycera,,,,,1,,,,
1415,Otterbach,down,1,2018-07-30,Sonstige,,,,,,3,Käfer,y,y,
1416,Otterbach,down,1,2018-07-30,Diptera,Nematocera,Chironomidae,,,,1,,,,
1417,Otterbach,up,1,2018-08-13,Diptera,Nematocera,Chironomidae,,,,12,,,,
1418,Otterbach,up,1,2018-08-13,Trichoptera,,Hydroptilidae,,,,1,,,,
1419,Otterbach,up,1,2018-08-13,Arachnida,,Araneae,,,,1,,n,,
1420,Isenach,down,11,2018-08-02,Diptera,Nematocera,Chironomidae,,,,59,,,,
1421,Isenach,down,11,2018-08-02,Trichoptera,,Hydropsychidae,,Hydropsyche,,1,,,,
1422,Isenach,down,1.2,2018-08-02,Sonstige,,,,,,1,Käfer,y,y,
1423,Isenach,down,1.2,2018-08-02,Trichoptera,,Leptoceridae,,Mystacides,nigra,1,,,,
1424,Isenach,down,1.2,2018-08-02,Diptera,Nematocera,Chironomidae,,,,71,,,,
1425,Kaiserbach,up,1,2018-07-30,Diptera,Brachycera,,,,,1,,,,
1426,Kaiserbach,up,1,2018-07-30,Diptera,Nematocera,Chironomidae,,,,1,,,,
1427,Dierbach,up,1,2018-08-13,Diptera,Brachycera,,,,,5,,,,
1428,Dierbach,up,1,2018-08-13,Diptera,Nematocera,Limoniidae,,,,1,,,,
1429,Dierbach,up,1,2018-08-13,Plecoptera,,Nemouridae,,Protonemura,,1,,,,
1430,Dierbach,up,1,2018-08-13,Ephemeroptera,,Baetidae,,Baetis,rhodani,3,,,,
1431,Dierbach,up,1,2018-08-13,Diptera,Nematocera,Chironomidae,,,,18,,,,
1432,Dierbach,up,1,2018-08-13,Diptera,Nematocera,Simuliidae,,,,1,,,,
1433,Dierbach,up,1,2018-08-13,Hymenoptera,,,,,,1,,n,,
1434,Modenbach,down,2,2018-07-30,Sonstige,,,,,,6,Käfer,y,y,
1435,Modenbach,down,2,2018-07-30,Hymenoptera,,,,,,1,,n,,
1436,Modenbach,down,2,2018-07-30,Trichoptera,,Hydropsychidae,,Hydropsyche,,2,,,,
1437,Modenbach,down,2,2018-07-30,Trichoptera,,Hydropsychidae,,Hydropsyche,,1,,,,
1438,Modenbach,down,2,2018-07-30,Trichoptera,,Hydropsychidae,,Hydropsyche,,4,,,,
1439,Hainbach,down,2,2018-07-30,Sonstige,,,,,,3,,y,y,
1440,Hainbach,down,2,2018-07-30,Diptera,Nematocera,Chironomidae,,,,4,,,,
1441,Hainbach,down,2,2018-07-30,Diptera,Brachycera,,,,,1,,,,
1442,Otterbach,up,2,2018-08-13,Hymenoptera,,,,,,3,,y,y,
1443,Otterbach,up,2,2018-08-13,Arachnida,,Araneae,,,,3,,n,,
1444,Otterbach,up,2,2018-08-13,Diptera,Brachycera,,,,,2,,,,
1445,Otterbach,up,2,2018-08-13,Diptera,Brachycera,Empididae,,,,1,,,,
1446,Otterbach,up,2,2018-08-13,Diptera,Nematocera,Chironomidae,,,,2,,,,
1447,Otterbach,up,2,2018-08-13,Diptera,Nematocera,Chaoboridae,,,,1,,,,
1448,Otterbach,up,2,2018-08-13,Trichoptera,,Uenoidae,,,,1,keine ahnung,"0,4,3, Ocellen, keine dornen",,
1449,Triefenbach,down,2,2018-07-30,Diptera,Nematocera,Chironomidae,,,,10,,,,
1450,Triefenbach,down,2,2018-07-30,Ephemeroptera,,Baetidae,,Baetis,,1,,,,
1451,Triefenbach,down,2,2018-07-30,Ephemeroptera,,Baetidae,,Baetis,rhodani,5,,,,
1452,Triefenbach,down,2,2018-07-30,Ephemeroptera,,Baetidae,,Baetis,,1,ganz hell,,,
1453,Klingbach,up,2,2018-07-30,Diptera,Brachycera,,,,,4,,,,
1454,Klingbach,up,2,2018-07-30,Diptera,Nematocera,Chironomidae,,,,15,,,,
1455,Otterbach,down,2,2018-07-26,Sonstige,,,,,,6,Monat fehlt im Label,y,Otter down 2 16/18,
1456,Otterbach,down,2,2018-07-26,Diptera,Nematocera,Chironomidae,,,,1,,,,
1457,Hainbach,up,1,2018-07-26,Sonstige,,,,,,7,,y,y,
1458,Hainbach,up,1,2018-07-26,Diptera,Nematocera,Chironomidae,,,,11,,,,
1459,Dierbach,up,2,2018-07-26,Diptera,Brachycera,,,,,2,,,,
1460,Dierbach,up,2,2018-07-26,Arachnida,,Araneae,,,,1,,n,,
1461,Dierbach,up,2,2018-07-26,Diptera,Nematocera,Chironomidae,,,,18,,,,
1462,Isenach,up,2,2018-08-02,Hymenoptera,,,,,,1,,n,,
1463,Isenach,up,2,2018-08-02,Sonstige,,,,,,1,,y,y,
1464,Kropsbach,up,2,2018-07-30,Sonstige,,,,,,1,,y,y,
1465,Kropsbach,up,2,2018-07-30,Diptera,Nematocera,Chaoboridae,,,,1,,,,
1466,Kropsbach,up,2,2018-07-30,Diptera,Nematocera,Chironomidae,,,,30,,,,
1467,Russbach,down,1,2018-07-23,Sonstige,,,,,,6,käfer,y,y,
1468,Russbach,down,1,2018-07-23,Arachnida,,Araneae,,,,1,,n,,
1469,Russbach,down,1,2018-07-23,Ephemeroptera,,Baetidae,,Baetis,,3,matsch,,,
1470,Russbach,down,1,2018-07-23,Hymenoptera,,,,,,1,,n,,
1471,Kropsbach,down,2,2018-07-30,Ephemeroptera,,Baetidae,,Baetis,rhodani,1,,,,
1472,Kropsbach,down,2,2018-07-30,Diptera,Nematocera,Chaoboridae,,,,5,,,,
1473,Kropsbach,down,2,2018-07-30,Diptera,Nematocera,Chironomidae,,,,22,,,,
1474,Kropsbach,down,2,2018-07-30,Trichoptera,,Hydropsychidae,,Hydropsyche,,3,,,,
1475,Kropsbach,down,2,2018-07-30,Trichoptera,,Hydropsychidae,,Hydropsyche,,2,,,,
1476,Russbach,up,2,2018-08-13,Diptera,Nematocera,Chironomidae,,,,24,,,,
1477,Russbach,up,2,2018-08-13,Diptera,Nematocera,Ptychopteridae,,,,1,,,,
1478,Russbach,up,2,2018-08-13,Diptera,Nematocera,Limoniidae,,,,4,,,,
1479,Russbach,up,2,2018-07-19,Sonstige,,,,,,1,Käfer,y,y,
1480,Russbach,up,2,2018-07-19,Diptera,Brachycera,,,,,1,,,,
1481,Russbach,up,2,2018-07-19,Diptera,Nematocera,Chaoboridae,,,,5,,,,
1482,Russbach,up,2,2018-07-19,Diptera,Nematocera,Chironomidae,,,,2,,,,
1483,Otterbach,up,1,2018-07-26,Sonstige,,,,,,1,Käfer,y,Otter up 26/07/18,
1484,Otterbach,up,1,2018-07-26,Diptera,Nematocera,Chironomidae,,,,16,,,,
1485,Dierbach,up,1,2018-07-26,Sonstige,,,,,,5,,y,y,
1486,Dierbach,up,1,2018-07-26,Diptera,Brachycera,,,,,2,,,,
1487,Dierbach,up,1,2018-07-26,Diptera,Nematocera,Chironomidae,,,,8,,,,
1488,Isenach,up,2,2018-07-26,Diptera,Nematocera,Chironomidae,,,,1,,,,
1489,Kropsbach,up,1,2018-07-26,Sonstige,,,,,,5,,y,y,
1490,Kropsbach,up,1,2018-07-26,Hymenoptera,,,,,,1,,n,,
1491,Kropsbach,up,1,2018-07-26,Hymenoptera,,,,,,1,fühler kaputt,,,
1492,Kaiserbach,down,2,2018-07-26,Sonstige,,,,,,2,,y,y,
1493,Kaiserbach,down,2,2018-07-26,Diptera,Nematocera,Chironomidae,,,,8,,,,
1494,Modenbach,up,1,2018-07-30,Sonstige,,,,,,1,,y,y,
1495,Modenbach,up,1,2018-07-30,Trichoptera,,Sericostomatidae,,,,1,,trotzdem verschieden,,
1496,Modenbach,up,1,2018-07-30,Trichoptera,,Hydropsychidae,,Hydropsyche,,3,,trotzdem verschieden,,
1497,Klingbach,up,1,2018-07-26,Diptera,Nematocera,Chironomidae,,,,10,,2x gelabelt,,
1498,Klingbach,up,1,2018-07-26,Ephemeroptera,,Baetidae,,Baetis,,1,flügel zerknautscht,2x gelabelt,,
1499,Kaiserbach,up,1,2018-07-26,Sonstige,,,,,,3,,y,y,
1500,Kaiserbach,up,1,2018-07-26,Ephemeroptera,,Baetidae,,Baetis,,1,flügel zerknautscht,,,
1501,Kaiserbach,up,1,2018-07-26,Diptera,Nematocera,Chironomidae,,,,54,,,,
1502,Kaiserbach,up,2,2018-07-26,Sonstige,,,,,,2,,y,y,
1503,Kaiserbach,up,2,2018-07-26,Ephemeroptera,,Baetidae,,Baetis,,1,matsch,,,
1504,Modenbach,up,1,2018-07-26,Arachnida,,Araneae,,Tetragnatha,,1,,y,Moden up T1 26/07/18,
1505,Triefenbach,up,1,2018-07-26,Sonstige,,,,,,2,Assel,y,y,
1506,Hainbach,down,1,2018-07-30,Sonstige,,,,,,1,Wanze,y,y,
1507,Hainbach,down,1,2018-07-30,Diptera,Nematocera,Chironomidae,,,,6,,,,
1508,Hainbach,down,1,2018-07-30,Diptera,Brachycera,Empididae,,,,1,,,,
1509,Modenbach,up,2,2018-07-30,Sonstige,,,,,,8,"larven, käfer",y,y,
1510,Modenbach,up,2,2018-07-30,Diptera,Nematocera,Simuliidae,,,,1,,,,
1511,Isenach,down,2,2018-07-26,Diptera,Nematocera,Chaoboridae,,,,1,,,,
1512,Isenach,down,2,2018-07-26,Trichoptera,,Leptoceridae,,Mystacides,nigra,3,,,,
1513,Isenach,down,2,2018-07-26,Diptera,Nematocera,Chironomidae,,,,77,,,,
1514,Isenach,down,2,2018-07-26,Trichoptera,,Hydroptilidae,,,,2,,,,
1515,Isenach,down,2,2018-07-26,Diptera,Nematocera,Chaoboridae,,,,2,,,,
1516,Russbach,up,1,2018-07-19,Sonstige,,,,,,21,Collembole,y,y,
1517,Russbach,up,1,2018-07-19,Diptera,Brachycera,Empididae,,,,4,,,,
1518,Russbach,up,1,2018-07-19,Hymenoptera,,,,,,1,,n,,
1519,Russbach,up,1,2018-07-19,Diptera,Brachycera,,,,,3,,,,
1520,Russbach,up,1,2018-07-19,Diptera,Nematocera,Chironomidae,,,,7,,,,
1521,Russbach,up,1,2018-07-19,Lepidoptera,,,,,,1,,,,
1522,Klingbach,up,2,2018-07-26,Ephemeroptera,,Baetidae,,Baetis,rhodani,3,,y,Kling up 1 26/07/18,
1523,Klingbach,up,2,2018-07-26,Diptera,Nematocera,Chironomidae,,,,7,,2x gelabelt,,
1524,Klingbach,up,2,2018-07-26,Trichoptera,,Hydropsychidae,,Hydropsyche,,1,,2x gelabelt,,
1525,Klingbach,down,2,2018-07-30,Sonstige,,,,,,4,"Käfer, Collembole",y,y,
1526,Klingbach,down,2,2018-07-30,Hymenoptera,,,,,,1,,n,,
1527,Klingbach,down,2,2018-07-30,Diptera,Nematocera,Chironomidae,,,,22,,,,
1528,Klingbach,down,2,2018-07-30,Diptera,Nematocera,Chaoboridae,,,,2,,,,
1529,Klingbach,down,2,2018-07-30,Trichoptera,,Hydropsychidae,,Hydropsyche,,2,"fehlende Merkmale, palpen abgebrochen",,,
1530,Isenach,down,1,2018-07-19,Sonstige,,,,,,2,käfer assel,y,y,
1531,Isenach,down,1,2018-07-19,Arachnida,,Araneae,,,,2,,n,,
1532,Isenach,down,1,2018-07-19,Diptera,Nematocera,Chironomidae,,,,20,,,,
1533,Isenach,down,1,2018-07-19,Hymenoptera,,,,,,1,,n,,
1534,Isenach,down,1,2018-07-19,Ephemeroptera,,Baetidae,,Baetis,rhodani,1,,,,
1535,Kaiserbach,down,1,2018-07-26,Sonstige,,,,,,5,Käfer,y,y,
1536,Kaiserbach,down,1,2018-07-26,Diptera,Nematocera,Chironomidae,,,,18,matschig,,,
1537,Modenbach,down,1,2018-07-30,Sonstige,,,,,,1,wanze,y,y,
1538,Modenbach,down,1,2018-07-30,Diptera,Nematocera,Chironomidae,,,,1,,,,
1539,Otterbach,up,2,2018-07-30,Hymenoptera,,,,,,2,,n,,
1540,Otterbach,up,2,2018-07-30,Diptera,Brachycera,,,,,1,,,,
1541,Otterbach,up,2,2018-07-30,Coleoptera,,,,,,4,,n,,
1542,Otterbach,up,2,2018-07-30,Sonstige,,,,,,12,"4 Larven, 8 Collembola",n,,
1543,Otterbach,up,2,2018-07-30,Arachnida,,Araneae,,,,3,,y,y,
1544,Russbach,down,1,2018-07-30,Coleoptera,,,,,,3,,y,y,
1545,Russbach,down,1,2018-07-30,Hymenoptera,,,,,,1,,n,,
1546,Russbach,down,1,2018-07-30,Diptera,Nematocera,Chironomidae,,,,12,,,,
1547,Russbach,down,1,2018-07-30,Diptera,Brachycera,,,,,1,,,,
1548,Russbach,down,1,2018-07-30,Ephemeroptera,,Baetidae,,Baetis,macani,1,,,,
1549,Kropsbach,up,2,2018-07-26,Sonstige,,,,,,3,"Assel, Käfer",y,y,
1550,Kropsbach,up,2,2018-07-26,Diptera,Nematocera,Chironomidae,,,,5,,,,
1551,Russbach,up,2,2018-07-30,Sonstige,,,,,,5,Collembole,y,y,
1552,Russbach,up,2,2018-07-30,Diptera,Brachycera,Empididae,,,,2,,,,
1553,Russbach,up,2,2018-07-30,Diptera,Nematocera,Chironomidae,,,,4,,,,
1554,Russbach,down,1,2018-07-30,Ephemeroptera,,Baetidae,,Baetis,rhodani,1,,,,
1555,Russbach,down,2,2018-07-30,Coleoptera,,,,,,2,,y,y,
1556,Russbach,down,2,2018-07-30,Diptera,Nematocera,Chironomidae,,,,44,,,,
1557,Russbach,down,2,2018-07-30,Ephemeroptera,,Baetidae,,Baetis,macani,5,eine sehr vergammelt und nicht in analyse verwenden,,,
1558,Russbach,down,2,2018-07-30,Diptera,Nematocera,Ceratopogonidae,,,,1,,,,
1559,Dierbach,up,2,2018-07-30,Sonstige,,,,,,3,Käfer,y,y,
1560,Dierbach,up,2,2018-07-30,Diptera,Nematocera,Chironomidae,,,,6,,,,
1561,Dierbach,up,2,2018-07-30,Diptera,Brachycera,Empididae,,,,1,,,,
1562,Triefenbach,down,1,2018-07-30,Sonstige,,,,,,2,,y,y,
1563,Triefenbach,down,1,2018-07-30,Diptera,Nematocera,Chironomidae,,,,2,,,,
1564,Triefenbach,down,1,2018-07-30,Diptera,Nematocera,Chaoboridae,,,,1,,,,
1565,Triefenbach,up,2,2018-07-26,Diptera,Nematocera,Chaoboridae,,,,2,,,,
1566,Russbach,down,1,2018-07-26,Sonstige,,,,,,6,,y,y,
1567,Russbach,down,1,2018-07-26,Arachnida,,Araneae,,,,1,,n,,
1568,Kaiserbach,up,1,2018-07-19,Sonstige,,,,,,5,"Käfer, Collembole",y,y,
1569,Kaiserbach,up,1,2018-07-19,Diptera,Brachycera,Empididae,,,,4,,,,
1570,Kaiserbach,up,1,2018-07-19,Diptera,Brachycera,,,,,1,,,,
1571,Kaiserbach,up,1,2018-07-19,Diptera,Nematocera,Chironomidae,,,,4,,,,
1572,Triefenbach,up,2,2018-07-26,Diptera,Nematocera,Simuliidae,,,,3,,,,
1573,Triefenbach,up,2,2018-07-26,Trichoptera,,Hydropsychidae,,Hydropsyche,,3,,,,
1574,Triefenbach,up,2,2018-07-26,Sonstige,,,,,,1,Assel,y,y,
1575,Triefenbach,up,2,2018-07-26,Diptera,Nematocera,Chironomidae,,,,1,,,,
1576,Kaiserbach,up,1,2018-07-19,Diptera,Nematocera,Mycetophilidae,,,,1,,,,
1577,Otterbach,up,1,2018-07-30,Diptera,Nematocera,Chironomidae,,,,33,,,,
1578,Kropsbach,up,2,2018-07-19,Hymenoptera,,,,,,1,,n,,
1579,Russbach,up,1,2018-07-26,Coleoptera,,,,,,2,,n,,
1580,Russbach,up,1,2018-07-26,Sonstige,,,,,,44,Collembola,y,y,
1581,Russbach,up,1,2018-07-26,Diptera,Nematocera,Chironomidae,,,,3,,,,
1582,Russbach,up,1,2018-07-26,Hymenoptera,,,,,,1,,n,,
1583,Russbach,up,1,2018-07-26,Diptera,Nematocera,Ceratopogonidae,,,,1,,,,
1584,Russbach,up,1,2018-07-26,Diptera,Brachycera,,,,,3,,,,
1585,Kropsbach,up,2,2018-07-19,Sonstige,,,,,,1,Käfer,,,
1586,Kropsbach,up,2,2018-07-19,Diptera,Brachycera,,,,,1,,,,
1587,Kropsbach,up,2,2018-07-19,Diptera,Nematocera,Chironomidae,,,,9,,,,
1588,Dierbach,down,1,2018-07-26,Diptera,Brachycera,,,,,2,,,,
1589,Klingbach,down,1,2018-07-30,Coleoptera,,,,,,5,,y,y,
1590,Klingbach,down,1,2018-07-30,Ephemeroptera,,Baetidae,,Baetis,macani,1,,,,
1591,Klingbach,down,1,2018-07-30,Diptera,Nematocera,Chironomidae,,,,5,,,,
1592,Dierbach,down,1,2018-07-26,Sonstige,,,,,,4,"Käfer, Läuse, Milbe",y,y,
1593,Dierbach,down,1,2018-07-26,Diptera,Nematocera,Chironomidae,,,,9,,,,
1594,Dierbach,down,1,2018-07-26,Trichoptera,,Psychomyidae,,,,1,,,,
1595,Dierbach,down,2,2018-06-30,Sonstige,,,,,,1,,y,y,
1596,Dierbach,down,2,2018-06-30,Coleoptera,,,,,,1,,n,,
1597,Dierbach,down,2,2018-06-30,Diptera,Nematocera,Chironomidae,,,,7,,,,
1598,Dierbach,down,2,2018-06-30,Diptera,Nematocera,Chaoboridae,,,,1,,,,
1599,Dierbach,down,1,2018-07-26,Diptera,Nematocera,Chaoboridae,,,,2,,,,
1600,Kropsbach,down,1,2018-07-30,Diptera,Brachycera,,,,,1,,,,
1601,Kropsbach,down,1,2018-07-30,Diptera,Nematocera,Chironomidae,,,,138,,,,
1602,Kropsbach,down,1,2018-07-30,Hymenoptera,,,,,,1,,n,,
1603,Kropsbach,down,1,2018-07-30,Ephemeroptera,,Baetidae,,Baetis,scambus,1,,,,
1604,Kropsbach,down,1,2018-07-30,Ephemeroptera,,Baetidae,,Baetis,,1,Beine fehlen für weitere Identifizierung,,,
1605,Kropsbach,down,1,2018-07-30,Trichoptera,,Hydropsychidae,,Hydropsyche,,6,,,,
1606,Kropsbach,down,1,2018-07-30,Trichoptera,,Psychomyidae,,,,1,,,,
1607,Klingbach,down,1,2018-07-19,Arachnida,,Araneae,,,,1,,y,y,
1608,Klingbach,down,1,2018-07-19,Coleoptera,,,,,,26,,n,,
1609,Klingbach,down,1,2018-07-19,Diptera,Brachycera,,,,,1,,,,
1610,Klingbach,down,1,2018-07-19,Diptera,Nematocera,Chironomidae,,,,1,,,,
1611,Klingbach,down,1,2018-07-19,Ephemeroptera,,Baetidae,,Baetis,scambus,1,,,,
1612,Modenbach,up,2,2018-07-26,Trichoptera,,Hydropsychidae,,Hydropsyche,,4,,,,
1613,Modenbach,up,2,2018-07-26,Diptera,Nematocera,Chironomidae,,,,11,,,,
1614,Kropsbach,up,1,2018-07-19,Diptera,Nematocera,Chironomidae,,,,18,,,,
1615,Kropsbach,up,1,2018-07-19,Diptera,Brachycera,,,,,3,,,,
1616,Kropsbach,up,1,2018-07-19,Diptera,Nematocera,Sciaridae,,,,42,,,,
1617,Kropsbach,up,1,2018-07-19,Diptera,Nematocera,Limoniidae,,,,1,,,,
1618,Russbach,up,1,2018-07-23,Sonstige,,,,,,29,,y,y,
1619,Russbach,up,1,2018-07-23,Diptera,Nematocera,Ptychopteridae,,,,1,,,,
1620,Russbach,up,1,2018-07-23,Diptera,Brachycera,,,,,10,,,,
1621,Russbach,up,1,2018-07-23,Diptera,Nematocera,Sciaridae,,,,2,,,,
1622,Russbach,up,1,2018-07-23,Diptera,Nematocera,Ceratopogonidae,,,,1,,,,
1623,Russbach,up,1,2018-07-23,Diptera,Nematocera,Chironomidae,,,,2,,,,
1624,Russbach,up,1,2018-07-23,Coleoptera,,,,,,1,,n,,
1625,Russbach,up,1,2018-07-23,Ephemeroptera,,Baetidae,,Baetis,,1,zu kaputt für weitere Bestimmung,,,
1626,Russbach,up,1,2018-07-23,Lepidoptera,,,,,,1,,,,
1627,Russbach,down,2,2018-07-19,Sonstige,,,,,,2,"Larve, Ameise",y,y,
1628,Russbach,down,2,2018-07-19,Diptera,Brachycera,,,,,1,,,,
1629,Russbach,down,2,2018-07-19,Diptera,Nematocera,Ceratopogonidae,,,,1,,,,
1630,Isenach,up,2,2018-04-12,Sonstige,,,,,,1,,y,y,
1631,Isenach,up,2,2018-04-12,Diptera,Nematocera,Chironomidae,,,,10,,,,
1632,Isenach,up,2,2018-04-12,Ephemeroptera,,Baetidae,,Baetis,rhodani,1,,,,
1633,Otterbach,up,1,2018-07-19,Coleoptera,,,,,,1,,y,y,
1634,Otterbach,up,1,2018-07-19,Diptera,Nematocera,Chironomidae,,,,3,,,,
1635,Isenach,up,1,2018-07-19,Diptera,Nematocera,Chironomidae,,,,3,,,,
1636,Otterbach,up,2,2018-07-26,Sonstige,,,,,,2,"Collembola, Larve",y,y,
1637,Otterbach,up,2,2018-07-26,Diptera,Nematocera,Chaoboridae,,,,1,,,,
1638,Otterbach,up,2,2018-07-26,Mecoptera,Panorpa,,,,,1,,,,
1639,Isenach,down,2,2018-04-12,Coleoptera,,,,,,2,,y,y,
1640,Isenach,down,2,2018-04-12,Diptera,Nematocera,Chironomidae,,,,83,,,,
1641,Isenach,down,2,2018-04-12,Diptera,Brachycera,,,,,1,,,,
1642,Isenach,down,2,2018-04-12,Diptera,,,,,,1,,,,
1643,Kropsbach,down,2,2018-07-26,Sonstige,,,,,,3,Zikade,y,y,
1644,Kropsbach,down,2,2018-07-26,Diptera,Nematocera,Chironomidae,,,,31,,,,
1645,Kropsbach,down,2,2018-07-26,Hymenoptera,,,,,,1,,n,,
1646,Kropsbach,down,2,2018-07-26,Coleoptera,,,,,,1,,n,,
1647,Kropsbach,down,2,2018-07-26,Ephemeroptera,,Baetidae,,Baetis,,1,zu kaputt für weitere Bestimmung,,,
1648,Kropsbach,down,2,2018-07-26,Trichoptera,,Hydropsychidae,,Hydropsyche,,8,,,,
1649,Isenach,up,1,2018-04-12,Ephemeroptera,,Baetidae,,Baetis,digitatus,1,,,,
1650,Isenach,up,1,2018-04-12,Diptera,Nematocera,Chironomidae,,,,12,,,,
1651,Kropsbach,down,1,2018-07-26,Coleoptera,,,,,,1,,y,y,
1652,Kropsbach,down,1,2018-07-26,Sonstige,,,,,,1,assel,n,,
1653,Kropsbach,down,1,2018-07-26,Diptera,Nematocera,Chironomidae,,,,1,,,,
1654,Kropsbach,down,1,2018-07-26,Trichoptera,,Hydropsychidae,,Hydropsyche,,9,,,,
1655,Isenach,down,1,2018-04-12,Coleoptera,,,,,,1,,y,y,
1656,Isenach,down,1,2018-04-12,Diptera,Nematocera,Chironomidae,,,,98,,,,
1657,Isenach,down,1,2018-04-12,Ephemeroptera,,Baetidae,,Baetis,macani,2,,,,
1658,Isenach,down,2,2018-07-19,Arachnida,,Araneae,,,,1,,y,y,
1659,Isenach,down,2,2018-07-19,Coleoptera,,,,,,1,,n,,
1660,Isenach,down,2,2018-07-19,Diptera,Nematocera,Chironomidae,,,,64,,,,
1661,Modenbach,up,1,2018-07-26,Coleoptera,,,,,,4,,y,y,
1662,Modenbach,up,1,2018-07-26,Diptera,Nematocera,Chironomidae,,,,1,,,,
1663,Modenbach,up,1,2018-07-26,Diptera,Nematocera,Simuliidae,,,,1,,,,
1664,Modenbach,up,1,2018-07-26,Trichoptera,,Hydropsychidae,,Hydropsyche,,2,,,,
1665,Modenbach,up,1,2018-07-26,Ephemeroptera,,Baetidae,,Baetis,macani,2,eine extrem gamellig und daher entsorgt,,,
1666,Kaiserbach,down,1,2018-07-19,Coleoptera,,,,,,6,,y,y,
1667,Kaiserbach,down,1,2018-07-19,Arachnida,,Araneae,,,,1,,n,,
1668,Kaiserbach,down,1,2018-07-19,Diptera,Nematocera,Chironomidae,,,,1,,,,
1669,Kaiserbach,down,1,2018-07-19,Trichoptera,,Hydropsychidae,,Hydropsyche,,3,,,,
1670,Hainbach,down,2,2018-07-26,Sonstige,,,,,,4,"asseln, 1 wanze",y,y,
1671,Hainbach,down,2,2018-07-26,Diptera,Nematocera,Chironomidae,,,,2,,,,
1672,Hainbach,up,2,2018-07-26,Coleoptera,,,,,,1,,y,y,
1673,Hainbach,up,2,2018-07-26,Diptera,Nematocera,Chironomidae,,,,4,,,,
1674,Hainbach,up,2,2018-07-26,Diptera,Nematocera,Sciaridae,,,,3,,,,
1675,Hainbach,up,2,2018-07-26,Diptera,Brachycera,,,,,1,,,,
1676,Hainbach,down,1,2018-07-26,Sonstige,,,,,,5,"3 Asseln, 1 Ameise, 1 Wanze",y,y,
1677,Hainbach,down,1,2018-07-26,Coleoptera,,,,,,3,,n,,
1678,Hainbach,down,1,2018-07-26,Diptera,Nematocera,Chironomidae,,,,3,,,,
1679,Hainbach,down,1,2018-07-26,Hymenoptera,,,,,,1,,n,,
1680,Triefenbach,up,2,2018-07-30,Coleoptera,,,,,,1,,y,Trief up 1 30/07/18,
1681,Triefenbach,up,2,2018-07-30,Diptera,Nematocera,Chironomidae,,,,13,,,,
1682,Triefenbach,up,2,2018-07-30,Diptera,Nematocera,Simuliidae,,,,12,,,,
1683,Triefenbach,up,2,2018-07-30,Ephemeroptera,,Baetidae,,Baetis,,1,zu kaputt für weitere bestimmung,,,
1684,Klingbach,up,1,2018-07-30,Mecoptera,Panorpa,,,,,1,,,,
1685,Klingbach,up,1,2018-07-30,Diptera,Nematocera,Chironomidae,,,,2,,,,
1686,Klingbach,up,1,2018-07-30,Trichoptera,,Hydropsychidae,,Hydropsyche,,1,,,,
1687,Klingbach,up,1,2018-07-30,Ephemeroptera,,Baetidae,,Baetis,macani,2,,,,
1688,Klingbach,up,1,2018-07-30,Ephemeroptera,,Baetidae,,Baetis,,1,total gammelalarm nit weiter bestimmbar,,,
1689,Kropsbach,down,2,2018-07-19,Coleoptera,,,,,,2,,y,y,
1690,Kropsbach,down,2,2018-07-19,Diptera,Nematocera,Chironomidae,,,,29,,,,
1691,Kropsbach,down,2,2018-07-19,Sonstige,,,,,,1,Assel,n,,
1692,Triefenbach,down,2,2018-07-26,Coleoptera,,,,,,3,,y,y,
1693,Triefenbach,down,2,2018-07-26,Sonstige,,,,,,3,Asseln,n,,
1694,Triefenbach,down,2,2018-07-26,Diptera,Nematocera,Chironomidae,,,,5,,,,
1695,Triefenbach,down,2,2018-07-26,Ephemeroptera,,Baetidae,,Baetis,,1,zu kaputt für weitere bestimmung,,,
1696,Triefenbach,down,1,2018-07-26,Coleoptera,,,,,,2,,y,y,
1697,Triefenbach,down,1,2018-07-26,Diptera,Nematocera,Chironomidae,,,,13,,,,
1698,Triefenbach,down,1,2018-07-26,Ephemeroptera,,Baetidae,,Baetis,macani,1,,,,
1699,Russbach,down,2,2018-07-26,Diptera,Brachycera,,,,,1,,y,Russbachdown126/07/18,
1700,Russbach,down,2,2018-07-26,Diptera,Nematocera,Chironomidae,,,,2,,,,
1701,Russbach,down,2,2018-07-26,Ephemeroptera,,Baetidae,,Baetis,rhodani,1,,,,
1702,Russbach,down,2,2018-07-26,Ephemeroptera,,Baetidae,,Baetis,macani,2,,,,
1703,Dierbach,up,1,2018-07-30,Diptera,Nematocera,Limoniidae,,,,1,,,,
1704,Dierbach,up,1,2018-07-30,Diptera,Nematocera,Chironomidae,,,,25,,,,
1705,Dierbach,up,1,2018-07-30,Diptera,Nematocera,Simuliidae,,,,1,,,,
1706,Modenbach,down,2,2018-07-26,Coleoptera,,,,,,1,,y,y,
1707,Modenbach,down,2,2018-07-26,Hymenoptera,,,,,,1,,n,,
