Site,Date,Variable,Direction,Qualifier,Value,Unit,Comment
Modenbach up,11/07/2018,distance landscape-level,R,,2,m,data used from March
Modenbach up,11/07/2018,Distance field,L,,>1000,m,
Modenbach up,11/07/2018,Distance field,R,,>1000,m,
Modenbach up,11/07/2018,curvature,,,2,,
Modenbach up,11/07/2018,Banks,,,two,,Uferbänke
Modenbach up,11/07/2018,shore vegetation cover: Forest,L,,10,%,
Modenbach up,11/07/2018,shore vegetation cover: Reed,L,,NA,%,
Modenbach up,11/07/2018,shore vegetation cover: Shrubbery,L,,10,%,
Modenbach up,11/07/2018,shore vegetation cover: Tall Forbs,L,,80,%,
Modenbach up,11/07/2018,shore vegetation cover: Meadow,L,,NA,%,
Modenbach up,11/07/2018,shore vegetation cover:  Vegetation Free,L,,NA,%,
Modenbach up,11/07/2018,shore vegetation cover:  Agriculture,L,,NA,%,
Modenbach up,11/07/2018,shore vegetation height: Forest,L,,15,m,
Modenbach up,11/07/2018,shore vegetation height: Reed,L,,NA,m,
Modenbach up,11/07/2018,shore vegetation height: Shrubbery,L,,4,m,
Modenbach up,11/07/2018,shore vegetation height: Tall Forbs,L,,1,m,
Modenbach up,11/07/2018,shore vegetation height:  Meadow,L,,NA,m,
Modenbach up,11/07/2018,shore vegetation height:  Agriculture,L,,NA,m,
Modenbach up,11/07/2018,shore vegetation cover: Forest,R,,20,%,
Modenbach up,11/07/2018,shore vegetation cover: Reed,R,,NA,%,
Modenbach up,11/07/2018,shore vegetation cover: Shrubbery,R,,75,%,
Modenbach up,11/07/2018,shore vegetation cover: Tall Forbs,R,,5,%,
Modenbach up,11/07/2018,shore vegetation cover: Meadow,R,,NA,%,
Modenbach up,11/07/2018,shore vegetation cover:  Vegetation Free,R,,NA,%,
Modenbach up,11/07/2018,shore vegetation cover:  Agriculture,R,,NA,%,
Modenbach up,11/07/2018,shore vegetation height: Forest,R,,15,m,
Modenbach up,11/07/2018,shore vegetation height: Reed,R,,NA,m,
Modenbach up,11/07/2018,shore vegetation height: Shrubbery,R,,3,m,
Modenbach up,11/07/2018,shore vegetation height: Tall Forbs,R,,1,m,
Modenbach up,11/07/2018,shore vegetation height:  Meadow,R,,NA,m,
Modenbach up,11/07/2018,shore vegetation height:  Agriculture,R,,NA,m,
Modenbach up,11/07/2018,land use: Forest,L,,95,%,
Modenbach up,11/07/2018,land use: Fallow,L,,NA,%,
Modenbach up,11/07/2018,land use: Meadows & Pastures,L,,5,%,
Modenbach up,11/07/2018,land use: Agriculture,L,,NA,%,
Modenbach up,11/07/2018,land use: Housing,L,,NA,%,
Modenbach up,11/07/2018,land use: Other,L,,NA,%,
Modenbach up,11/07/2018,land use: Forest,R,,95,%,
Modenbach up,11/07/2018,land use: Fallow,R,,NA,%,
Modenbach up,11/07/2018,land use: Meadows & Pastures,R,,5,%,
Modenbach up,11/07/2018,land use: Agriculture,R,,NA,%,
Modenbach up,11/07/2018,land use: Housing,R,,NA,%,
Modenbach up,11/07/2018,land use: Other,R,,NA,%,
Modenbach up,11/07/2018,Shading Elements (southwards),,,70,%,
Modenbach up,11/07/2018,Flooding of shore,,,no,,
Modenbach up,11/07/2018,Islands/Banks,,,no,,
Hainbach up,11/07/2018,distance housing,L,,NA/>1000,m,
Hainbach up,11/07/2018,distance housing,R,,>1000,m,
Hainbach up,11/07/2018,distance street,L,,100,m,
Hainbach up,11/07/2018,distance street,R,,30,m,
Hainbach up,11/07/2018,height landscape-level,L,,1.5,m,data used from March
Hainbach up,11/07/2018,height landscape-level,R,,2.5,m,data used from March
Hainbach up,11/07/2018,distance landscape-level,L,,1,m,data used from March
Hainbach up,11/07/2018,distance landscape-level,R,,1.5,m,data used from March
Hainbach up,11/07/2018,Distance field,L,,NA,m,
Hainbach up,11/07/2018,Distance field,R,,NA,m,
Hainbach up,11/07/2018,curvature,,,6,,
Hainbach up,11/07/2018,Banks,,,no,,
Hainbach up,11/07/2018,shore vegetation cover: Forest,L,,NA,%,
Hainbach up,11/07/2018,shore vegetation cover: Reed,L,,NA,%,
Hainbach up,11/07/2018,shore vegetation cover: Shrubbery,L,,NA,%,
Hainbach up,11/07/2018,shore vegetation cover: Tall Forbs,L,,60,%,
Hainbach up,11/07/2018,shore vegetation cover: Meadow,L,,NA,%,
Hainbach up,11/07/2018,shore vegetation cover:  Vegetation Free,L,,40,%,
Hainbach up,11/07/2018,shore vegetation cover:  Agriculture,L,,NA,%,
Hainbach up,11/07/2018,shore vegetation height: Forest,L,,NA,m,
Hainbach up,11/07/2018,shore vegetation height: Reed,L,,NA,m,
Hainbach up,11/07/2018,shore vegetation height: Shrubbery,L,,NA,m,
Hainbach up,11/07/2018,shore vegetation height: Tall Forbs,L,,1,m,
Hainbach up,11/07/2018,shore vegetation height:  Meadow,L,,NA,m,
Hainbach up,11/07/2018,shore vegetation height:  Agriculture,L,,NA,m,
Hainbach up,11/07/2018,shore vegetation cover: Forest,R,,NA,%,
Hainbach up,11/07/2018,shore vegetation cover: Reed,R,,NA,%,
Hainbach up,11/07/2018,shore vegetation cover: Shrubbery,R,,NA,%,
Hainbach up,11/07/2018,shore vegetation cover: Tall Forbs,R,,100,%,
Hainbach up,11/07/2018,shore vegetation cover: Meadow,R,,NA,%,
Hainbach up,11/07/2018,shore vegetation cover:  Vegetation Free,R,,NA,%,
Hainbach up,11/07/2018,shore vegetation cover:  Agriculture,R,,NA,%,
Hainbach up,11/07/2018,shore vegetation height: Forest,R,,NA,m,
Hainbach up,11/07/2018,shore vegetation height: Reed,R,,NA,m,
Hainbach up,11/07/2018,shore vegetation height: Shrubbery,R,,NA,m,
Hainbach up,11/07/2018,shore vegetation height: Tall Forbs,R,,1,m,
Hainbach up,11/07/2018,shore vegetation height:  Meadow,R,,NA,m,
Hainbach up,11/07/2018,shore vegetation height:  Agriculture,R,,NA,m,
Hainbach up,11/07/2018,land use: Forest,L,,100,%,
Hainbach up,11/07/2018,land use: Fallow,L,,NA,%,
Hainbach up,11/07/2018,land use: Meadows & Pastures,L,,NA,%,
Hainbach up,11/07/2018,land use: Agriculture,L,,NA,%,
Hainbach up,11/07/2018,land use: Housing,L,,NA,%,
Hainbach up,11/07/2018,land use: Other,L,,NA,%,
Hainbach up,11/07/2018,land use: Forest,R,,100,%,
Hainbach up,11/07/2018,land use: Fallow,R,,NA,%,
Hainbach up,11/07/2018,land use: Meadows & Pastures,R,,NA,%,
Hainbach up,11/07/2018,land use: Agriculture,R,,NA,%,
Hainbach up,11/07/2018,land use: Housing,R,,NA,%,
Hainbach up,11/07/2018,land use: Other,R,,NA,%,
Hainbach up,11/07/2018,Shading Elements (southwards),,,30,%,
Hainbach up,11/07/2018,Flooding of shore,,,no,,
Hainbach up,11/07/2018,Islands/Banks,,,no,,
Hainbach down,11/07/2018,distance housing,L,,800,m,
Hainbach down,11/07/2018,distance housing,R,,>1000,m,
Hainbach down,11/07/2018,distance street,L,,15,m,
Hainbach down,11/07/2018,distance street,R,,10,m,
Hainbach down,11/07/2018,height landscape-level,L,,2,m,
Hainbach down,11/07/2018,height landscape-level,R,,2,m,
Hainbach down,11/07/2018,distance landscape-level,L,,10,m,
Hainbach down,11/07/2018,distance landscape-level,R,,10,m,
Hainbach down,11/07/2018,Distance field,L,,20,m,
Hainbach down,11/07/2018,Distance field,R,,20,m,
Hainbach down,11/07/2018,curvature,,,6,,
Hainbach down,11/07/2018,Banks,,,no,,
Hainbach down,11/07/2018,shore vegetation cover: Forest,L,,NA,%,
Hainbach down,11/07/2018,shore vegetation cover: Reed,L,,NA,%,
Hainbach down,11/07/2018,shore vegetation cover: Shrubbery,L,,NA,%,
Hainbach down,11/07/2018,shore vegetation cover: Tall Forbs,L,,100,%,
Hainbach down,11/07/2018,shore vegetation cover: Meadow,L,,NA,%,
Hainbach down,11/07/2018,shore vegetation cover:  Vegetation Free,L,,NA,%,
Hainbach down,11/07/2018,shore vegetation cover:  Agriculture,L,,NA,%,
Hainbach down,11/07/2018,shore vegetation height: Forest,L,,NA,m,
Hainbach down,11/07/2018,shore vegetation height: Reed,L,,NA,m,
Hainbach down,11/07/2018,shore vegetation height: Shrubbery,L,,NA,m,
Hainbach down,11/07/2018,shore vegetation height: Tall Forbs,L,,2,m,
Hainbach down,11/07/2018,shore vegetation height:  Meadow,L,,NA,m,
Hainbach down,11/07/2018,shore vegetation height:  Agriculture,L,,NA,m,
Hainbach down,11/07/2018,shore vegetation cover: Forest,R,,10,%,
Hainbach down,11/07/2018,shore vegetation cover: Reed,R,,NA,%,
Hainbach down,11/07/2018,shore vegetation cover: Shrubbery,R,,20,%,
Hainbach down,11/07/2018,shore vegetation cover: Tall Forbs,R,,70,%,
Hainbach down,11/07/2018,shore vegetation cover: Meadow,R,,NA,%,
Hainbach down,11/07/2018,shore vegetation cover:  Vegetation Free,R,,NA,%,
Hainbach down,11/07/2018,shore vegetation cover:  Agriculture,R,,NA,%,
Hainbach down,11/07/2018,shore vegetation height: Forest,R,,25,m,
Hainbach down,11/07/2018,shore vegetation height: Reed,R,,NA,m,
Hainbach down,11/07/2018,shore vegetation height: Shrubbery,R,,3,m,
Hainbach down,11/07/2018,shore vegetation height: Tall Forbs,R,,2,m,
Hainbach down,11/07/2018,shore vegetation height:  Meadow,R,,NA,m,
Hainbach down,11/07/2018,shore vegetation height:  Agriculture,R,,NA,m,
Hainbach down,11/07/2018,land use: Forest,L,,NA,%,
Hainbach down,11/07/2018,land use: Fallow,L,,NA,%,
Hainbach down,11/07/2018,land use: Meadows & Pastures,L,,NA,%,
Hainbach down,11/07/2018,land use: Agriculture,L,,100,%,
Hainbach down,11/07/2018,land use: Housing,L,,NA,%,
Hainbach down,11/07/2018,land use: Other,L,,NA,%,
Hainbach down,11/07/2018,land use: Forest,R,,NA,%,
Hainbach down,11/07/2018,land use: Fallow,R,,NA,%,
Hainbach down,11/07/2018,land use: Meadows & Pastures,R,,NA,%,
Hainbach down,11/07/2018,land use: Agriculture,R,,100,%,
Hainbach down,11/07/2018,land use: Housing,R,,NA,%,
Hainbach down,11/07/2018,land use: Other,R,,NA,%,
Hainbach down,11/07/2018,Shading Elements (southwards),,,75,%,
Hainbach down,11/07/2018,Flooding of shore,,,no,,
Hainbach down,11/07/2018,Islands/Banks,,,no,,
Russbach up,10/07/2018,distance housing,L,,NA,m,
Russbach up,10/07/2018,distance housing,R,,NA,m,
Russbach up,10/07/2018,distance street,L,,20,m,
Russbach up,10/07/2018,distance street,R,,NA,m,
Russbach up,10/07/2018,height landscape-level,L,,NA,m,
Russbach up,10/07/2018,height landscape-level,R,,NA,m,
Russbach up,10/07/2018,distance landscape-level,L,,2,m,
Russbach up,10/07/2018,distance landscape-level,R,,20,m,
Russbach up,10/07/2018,Distance field,L,,>1000,m,
Russbach up,10/07/2018,Distance field,R,,>1000,m,
Russbach up,10/07/2018,curvature,,,3,,
Russbach up,10/07/2018,Banks,,,one,,Inselbänke
Russbach up,10/07/2018,shore vegetation cover: Forest,L,,80,%,
Russbach up,10/07/2018,shore vegetation cover: Reed,L,,NA,%,
Russbach up,10/07/2018,shore vegetation cover: Shrubbery,L,,10,%,
Russbach up,10/07/2018,shore vegetation cover: Tall Forbs,L,,10,%,
Russbach up,10/07/2018,shore vegetation cover: Meadow,L,,NA,%,
Russbach up,10/07/2018,shore vegetation cover:  Vegetation Free,L,,NA,%,
Russbach up,10/07/2018,shore vegetation cover:  Agriculture,L,,NA,%,
Russbach up,10/07/2018,shore vegetation height: Forest,L,,10,m,
Russbach up,10/07/2018,shore vegetation height: Reed,L,,NA,m,
Russbach up,10/07/2018,shore vegetation height: Shrubbery,L,,2,m,
Russbach up,10/07/2018,shore vegetation height: Tall Forbs,L,,1,m,
Russbach up,10/07/2018,shore vegetation height:  Meadow,L,,NA,m,
Russbach up,10/07/2018,shore vegetation height:  Agriculture,L,,NA,m,
Russbach up,10/07/2018,shore vegetation cover: Forest,R,,100,%,
Russbach up,10/07/2018,shore vegetation cover: Reed,R,,NA,%,
Russbach up,10/07/2018,shore vegetation cover: Shrubbery,R,,NA,%,
Russbach up,10/07/2018,shore vegetation cover: Tall Forbs,R,,NA,%,
Russbach up,10/07/2018,shore vegetation cover: Meadow,R,,NA,%,
Russbach up,10/07/2018,shore vegetation cover:  Vegetation Free,R,,NA,%,
Russbach up,10/07/2018,shore vegetation cover:  Agriculture,R,,NA,%,
Russbach up,10/07/2018,shore vegetation height: Forest,R,,15,m,
Russbach up,10/07/2018,shore vegetation height: Reed,R,,NA,m,
Russbach up,10/07/2018,shore vegetation height: Shrubbery,R,,NA,m,
Russbach up,10/07/2018,shore vegetation height: Tall Forbs,R,,NA,m,
Russbach up,10/07/2018,shore vegetation height:  Meadow,R,,NA,m,
Russbach up,10/07/2018,shore vegetation height:  Agriculture,R,,NA,m,
Russbach up,10/07/2018,land use: Forest,L,,100,%,
Russbach up,10/07/2018,land use: Fallow,L,,NA,%,
Russbach up,10/07/2018,land use: Meadows & Pastures,L,,NA,%,
Russbach up,10/07/2018,land use: Agriculture,L,,NA,%,
Russbach up,10/07/2018,land use: Housing,L,,NA,%,
Russbach up,10/07/2018,land use: Other,L,,NA,%,
Russbach up,10/07/2018,land use: Forest,R,,100,%,
Russbach up,10/07/2018,land use: Fallow,R,,NA,%,
Russbach up,10/07/2018,land use: Meadows & Pastures,R,,NA,%,
Russbach up,10/07/2018,land use: Agriculture,R,,NA,%,
Russbach up,10/07/2018,land use: Housing,R,,NA,%,
Russbach up,10/07/2018,land use: Other,R,,NA,%,
Russbach up,10/07/2018,Shading Elements (southwards),,,90,%,
Russbach up,10/07/2018,Flooding of shore,,,yes,,
Russbach up,10/07/2018,Islands/Banks,,,one,,
Russbach down,10/07/2018,distance housing,L,,>1000,m,
Russbach down,10/07/2018,distance housing,R,,>1000,m,
Russbach down,10/07/2018,distance street,L,,100,m,
Russbach down,10/07/2018,distance street,R,,300,m,
Russbach down,10/07/2018,height landscape-level,L,,1,m,
Russbach down,10/07/2018,height landscape-level,R,,1,m,
Russbach down,10/07/2018,distance landscape-level,L,,1,m,
Russbach down,10/07/2018,distance landscape-level,R,,1,m,
Russbach down,10/07/2018,Distance field,L,,5,m,
Russbach down,10/07/2018,Distance field,R,,5,m,
Russbach down,10/07/2018,curvature,,,6,,
Russbach down,10/07/2018,Banks,,,one,,Krümmungsbänke
Russbach down,10/07/2018,shore vegetation cover: Forest,L,,NA,%,
Russbach down,10/07/2018,shore vegetation cover: Reed,L,,NA,%,
Russbach down,10/07/2018,shore vegetation cover: Shrubbery,L,,10,%,
Russbach down,10/07/2018,shore vegetation cover: Tall Forbs,L,,90,%,
Russbach down,10/07/2018,shore vegetation cover: Meadow,L,,NA,%,
Russbach down,10/07/2018,shore vegetation cover:  Vegetation Free,L,,NA,%,
Russbach down,10/07/2018,shore vegetation cover:  Agriculture,L,,NA,%,
Russbach down,10/07/2018,shore vegetation height: Forest,L,,NA,m,
Russbach down,10/07/2018,shore vegetation height: Reed,L,,NA,m,
Russbach down,10/07/2018,shore vegetation height: Shrubbery,L,,4,m,
Russbach down,10/07/2018,shore vegetation height: Tall Forbs,L,,1.5,m,
Russbach down,10/07/2018,shore vegetation height:  Meadow,L,,NA,m,
Russbach down,10/07/2018,shore vegetation height:  Agriculture,L,,NA,m,
Russbach down,10/07/2018,shore vegetation cover: Forest,R,,NA,%,
Russbach down,10/07/2018,shore vegetation cover: Reed,R,,NA,%,
Russbach down,10/07/2018,shore vegetation cover: Shrubbery,R,,80,%,
Russbach down,10/07/2018,shore vegetation cover: Tall Forbs,R,,20,%,
Russbach down,10/07/2018,shore vegetation cover: Meadow,R,,NA,%,
Russbach down,10/07/2018,shore vegetation cover:  Vegetation Free,R,,NA,%,
Russbach down,10/07/2018,shore vegetation cover:  Agriculture,R,,NA,%,
Russbach down,10/07/2018,shore vegetation height: Forest,R,,NA,m,
Russbach down,10/07/2018,shore vegetation height: Reed,R,,NA,m,
Russbach down,10/07/2018,shore vegetation height: Shrubbery,R,,4,m,
Russbach down,10/07/2018,shore vegetation height: Tall Forbs,R,,2,m,
Russbach down,10/07/2018,shore vegetation height:  Meadow,R,,NA,m,
Russbach down,10/07/2018,shore vegetation height:  Agriculture,R,,NA,m,
Russbach down,10/07/2018,land use: Forest,L,,NA,%,
Russbach down,10/07/2018,land use: Fallow,L,,NA,%,
Russbach down,10/07/2018,land use: Meadows & Pastures,L,,NA,%,
Russbach down,10/07/2018,land use: Agriculture,L,,100,%,"corn, wheat"
Russbach down,10/07/2018,land use: Housing,L,,NA,%,
Russbach down,10/07/2018,land use: Other,L,,NA,%,
Russbach down,10/07/2018,land use: Forest,R,,NA,%,
Russbach down,10/07/2018,land use: Fallow,R,,NA,%,
Russbach down,10/07/2018,land use: Meadows & Pastures,R,,NA,%,
Russbach down,10/07/2018,land use: Agriculture,R,,100,%,"corn, wheat"
Russbach down,10/07/2018,land use: Housing,R,,NA,%,
Russbach down,10/07/2018,land use: Other,R,,NA,%,
Russbach down,10/07/2018,Shading Elements (southwards),,,90,%,
Russbach down,10/07/2018,Flooding of shore,,,no,,
Russbach down,10/07/2018,Islands/Banks,,,one,,
Otterbach down,10/07/2018,distance housing,L,,>1000,m,
Otterbach down,10/07/2018,distance housing,R,,>1000,m,
Otterbach down,10/07/2018,distance street,L,,150,m,
Otterbach down,10/07/2018,distance street,R,,500,m,
Otterbach down,10/07/2018,height landscape-level,L,,2,m,
Otterbach down,10/07/2018,height landscape-level,R,,1,m,
Otterbach down,10/07/2018,distance landscape-level,L,,2,m,
Otterbach down,10/07/2018,distance landscape-level,R,,1,m,
Otterbach down,10/07/2018,Distance field,L,,15,m,
Otterbach down,10/07/2018,Distance field,R,,15,m,
Otterbach down,10/07/2018,curvature,,,7,,
Otterbach down,10/07/2018,Banks,,,several,,Uferbänke
Otterbach down,10/07/2018,shore vegetation cover: Forest,L,,NA,%,
Otterbach down,10/07/2018,shore vegetation cover: Reed,L,,NA,%,
Otterbach down,10/07/2018,shore vegetation cover: Shrubbery,L,,NA,%,
Otterbach down,10/07/2018,shore vegetation cover: Tall Forbs,L,,60,%,
Otterbach down,10/07/2018,shore vegetation cover: Meadow,L,,40,%,
Otterbach down,10/07/2018,shore vegetation cover:  Vegetation Free,L,,NA,%,
Otterbach down,10/07/2018,shore vegetation cover:  Agriculture,L,,NA,%,
Otterbach down,10/07/2018,shore vegetation height: Forest,L,,NA,m,
Otterbach down,10/07/2018,shore vegetation height: Reed,L,,NA,m,
Otterbach down,10/07/2018,shore vegetation height: Shrubbery,L,,NA,m,
Otterbach down,10/07/2018,shore vegetation height: Tall Forbs,L,,1,m,
Otterbach down,10/07/2018,shore vegetation height:  Meadow,L,<,1,m,Nochmal drüber nachdenken
Otterbach down,10/07/2018,shore vegetation height:  Agriculture,L,,NA,m,
Otterbach down,10/07/2018,shore vegetation cover: Forest,R,,NA,%,Nochmal drüber nachdenken
Otterbach down,10/07/2018,shore vegetation cover: Reed,R,,NA,%,Nochmal drüber nachdenken
Otterbach down,10/07/2018,shore vegetation cover: Shrubbery,R,,40,%,Nochmal drüber nachdenken
Otterbach down,10/07/2018,shore vegetation cover: Tall Forbs,R,,NA,%,Nochmal drüber nachdenken
Otterbach down,10/07/2018,shore vegetation cover: Meadow,R,,NA,%,Nochmal drüber nachdenken
Otterbach down,10/07/2018,shore vegetation cover:  Vegetation Free,R,,NA,%,Nochmal drüber nachdenken
Otterbach down,10/07/2018,shore vegetation cover:  Agriculture,R,,NA,%,Nochmal drüber nachdenken
Otterbach down,10/07/2018,shore vegetation height: Forest,R,,NA,m,
Otterbach down,10/07/2018,shore vegetation height: Reed,R,,NA,m,
Otterbach down,10/07/2018,shore vegetation height: Shrubbery,R,,3,m,
Otterbach down,10/07/2018,shore vegetation height: Tall Forbs,R,,NA,m,
Otterbach down,10/07/2018,shore vegetation height:  Meadow,R,,NA,m,
Otterbach down,10/07/2018,shore vegetation height:  Agriculture,R,,NA,m,
Otterbach down,10/07/2018,land use: Forest,L,,NA,%,
Otterbach down,10/07/2018,land use: Fallow,L,,5,%,
Otterbach down,10/07/2018,land use: Meadows & Pastures,L,,NA,%,
Otterbach down,10/07/2018,land use: Agriculture,L,,95,%,corn
Otterbach down,10/07/2018,land use: Housing,L,,NA,%,
Otterbach down,10/07/2018,land use: Other,L,,NA,%,
Otterbach down,10/07/2018,land use: Forest,R,,NA,%,
Otterbach down,10/07/2018,land use: Fallow,R,,5,%,
Otterbach down,10/07/2018,land use: Meadows & Pastures,R,,NA,%,
Otterbach down,10/07/2018,land use: Agriculture,R,,95,%,corn
Otterbach down,10/07/2018,land use: Housing,R,,NA,%,
Otterbach down,10/07/2018,land use: Other,R,,NA,%,
Otterbach down,10/07/2018,Shading Elements (southwards),,,80,%,
Otterbach down,10/07/2018,Flooding of shore,,,yes,,
Otterbach down,10/07/2018,Islands/Banks,,,several,,banks
Dierbach down,10/07/2018,distance housing,L,,>1000,m,
Dierbach down,10/07/2018,distance housing,R,,>1000,m,
Dierbach down,10/07/2018,distance street,L,,800,m,
Dierbach down,10/07/2018,distance street,R,,200,m,
Dierbach down,10/07/2018,height landscape-level,L,,1,m,
Dierbach down,10/07/2018,height landscape-level,R,,1,m,
Dierbach down,10/07/2018,distance landscape-level,L,,1,m,
Dierbach down,10/07/2018,distance landscape-level,R,,1,m,
Dierbach down,10/07/2018,Distance field,L,,10,m,
Dierbach down,10/07/2018,Distance field,R,,5,m,
Dierbach down,10/07/2018,curvature,,,6,,
Dierbach down,10/07/2018,Banks,,,no,,
Dierbach down,10/07/2018,shore vegetation cover: Forest,L,,NA,%,
Dierbach down,10/07/2018,shore vegetation cover: Reed,L,,10,%,
Dierbach down,10/07/2018,shore vegetation cover: Shrubbery,L,,80,%,
Dierbach down,10/07/2018,shore vegetation cover: Tall Forbs,L,,5,%,
Dierbach down,10/07/2018,shore vegetation cover: Meadow,L,,5,%,
Dierbach down,10/07/2018,shore vegetation cover:  Vegetation Free,L,,NA,%,
Dierbach down,10/07/2018,shore vegetation cover:  Agriculture,L,,NA,%,
Dierbach down,10/07/2018,shore vegetation height: Forest,L,,NA,m,
Dierbach down,10/07/2018,shore vegetation height: Reed,L,,2,m,
Dierbach down,10/07/2018,shore vegetation height: Shrubbery,L,,3,m,
Dierbach down,10/07/2018,shore vegetation height: Tall Forbs,L,,1,m,
Dierbach down,10/07/2018,shore vegetation height:  Meadow,L,,<1,m,Nochmal drüber nachdenken
Dierbach down,10/07/2018,shore vegetation height:  Agriculture,L,,NA,m,
Dierbach down,10/07/2018,shore vegetation cover: Forest,R,,NA,%,
Dierbach down,10/07/2018,shore vegetation cover: Reed,R,,10,%,
Dierbach down,10/07/2018,shore vegetation cover: Shrubbery,R,,70,%,
Dierbach down,10/07/2018,shore vegetation cover: Tall Forbs,R,,10,%,
Dierbach down,10/07/2018,shore vegetation cover: Meadow,R,,10,%,
Dierbach down,10/07/2018,shore vegetation cover:  Vegetation Free,R,,NA,%,
Dierbach down,10/07/2018,shore vegetation cover:  Agriculture,R,,NA,%,
Dierbach down,10/07/2018,shore vegetation height: Forest,R,,NA,m,
Dierbach down,10/07/2018,shore vegetation height: Reed,R,,2,m,
Dierbach down,10/07/2018,shore vegetation height: Shrubbery,R,,3,m,
Dierbach down,10/07/2018,shore vegetation height: Tall Forbs,R,,1,m,
Dierbach down,10/07/2018,shore vegetation height:  Meadow,R,,<1,m,Nochmal drüber nachdenken
Dierbach down,10/07/2018,shore vegetation height:  Agriculture,R,,NA,m,
Dierbach down,10/07/2018,land use: Forest,L,,NA,%,
Dierbach down,10/07/2018,land use: Fallow,L,,5,%,
Dierbach down,10/07/2018,land use: Meadows & Pastures,L,,20,%,
Dierbach down,10/07/2018,land use: Agriculture,L,,80,%,corn
Dierbach down,10/07/2018,land use: Housing,L,,NA,%,
Dierbach down,10/07/2018,land use: Other,L,,NA,%,
Dierbach down,10/07/2018,land use: Forest,R,,NA,%,
Dierbach down,10/07/2018,land use: Fallow,R,,50,%,
Dierbach down,10/07/2018,land use: Meadows & Pastures,R,,NA,%,
Dierbach down,10/07/2018,land use: Agriculture,R,,50,%,"vine, orchards"
Dierbach down,10/07/2018,land use: Housing,R,,NA,%,
Dierbach down,10/07/2018,land use: Other,R,,NA,%,
Dierbach down,10/07/2018,Shading Elements (southwards),,,60,%,
Dierbach down,10/07/2018,Flooding of shore,,,no,,
Dierbach down,10/07/2018,Islands/Banks,,,no,,
Dierbach up,10/07/2018,distance housing,L,,>1000,m,
Dierbach up,10/07/2018,distance housing,R,,150,m,
Dierbach up,10/07/2018,distance street,L,,30,m,
Dierbach up,10/07/2018,distance street,R,,50,m,
Dierbach up,10/07/2018,height landscape-level,L,,2,m,
Dierbach up,10/07/2018,height landscape-level,R,,2,m,
Dierbach up,10/07/2018,distance landscape-level,L,,1,m,
Dierbach up,10/07/2018,distance landscape-level,R,,1,m,
Dierbach up,10/07/2018,Distance field,L,,NA,m,
Dierbach up,10/07/2018,Distance field,R,,NA,m,
Dierbach up,10/07/2018,curvature,,,6,,
Dierbach up,10/07/2018,Banks,,,several,,"Uferbänke, Inselbänke"
Dierbach up,10/07/2018,shore vegetation cover: Forest,L,,50,%,Moritz
Dierbach up,10/07/2018,shore vegetation cover: Reed,L,,NA,%,Moritz
Dierbach up,10/07/2018,shore vegetation cover: Shrubbery,L,,20,%,Moritz
Dierbach up,10/07/2018,shore vegetation cover: Tall Forbs,L,,30,%,Moritz
Dierbach up,10/07/2018,shore vegetation cover: Meadow,L,,NA,%,Moritz
Dierbach up,10/07/2018,shore vegetation cover:  Vegetation Free,L,,10,%,Moritz
Dierbach up,10/07/2018,shore vegetation cover:  Agriculture,L,,NA,%,Moritz
Dierbach up,10/07/2018,shore vegetation height: Forest,L,,20,m,Moritz
Dierbach up,10/07/2018,shore vegetation height: Reed,L,,NA,m,Moritz
Dierbach up,10/07/2018,shore vegetation height: Shrubbery,L,,5,m,Moritz
Dierbach up,10/07/2018,shore vegetation height: Tall Forbs,L,,1,m,Moritz
Dierbach up,10/07/2018,shore vegetation height:  Meadow,L,,NA,m,Moritz
Dierbach up,10/07/2018,shore vegetation height:  Agriculture,L,,NA,m,Moritz
Dierbach up,10/07/2018,shore vegetation cover: Forest,R,,50,%,Moritz
Dierbach up,10/07/2018,shore vegetation cover: Reed,R,,NA,%,Moritz
Dierbach up,10/07/2018,shore vegetation cover: Shrubbery,R,,20,%,Moritz
Dierbach up,10/07/2018,shore vegetation cover: Tall Forbs,R,,30,%,Moritz
Dierbach up,10/07/2018,shore vegetation cover: Meadow,R,,NA,%,Moritz
Dierbach up,10/07/2018,shore vegetation cover:  Vegetation Free,R,,10,%,Moritz
Dierbach up,10/07/2018,shore vegetation cover:  Agriculture,R,,NA,%,Moritz
Dierbach up,10/07/2018,shore vegetation height: Forest,R,,20,m,Moritz
Dierbach up,10/07/2018,shore vegetation height: Reed,R,,NA,m,Moritz
Dierbach up,10/07/2018,shore vegetation height: Shrubbery,R,,5,m,Moritz
Dierbach up,10/07/2018,shore vegetation height: Tall Forbs,R,,1,m,Moritz
Dierbach up,10/07/2018,shore vegetation height:  Meadow,R,,NA,m,Moritz
Dierbach up,10/07/2018,shore vegetation height:  Agriculture,R,,NA,m,Moritz
Dierbach up,10/07/2018,land use: Forest,L,,100,%,
Dierbach up,10/07/2018,land use: Fallow,L,,NA,%,
Dierbach up,10/07/2018,land use: Meadows & Pastures,L,,NA,%,
Dierbach up,10/07/2018,land use: Agriculture,L,,NA,%,
Dierbach up,10/07/2018,land use: Housing,L,,NA,%,
Dierbach up,10/07/2018,land use: Other,L,,NA,%,
Dierbach up,10/07/2018,land use: Forest,R,,95,%,
Dierbach up,10/07/2018,land use: Fallow,R,,NA,%,
Dierbach up,10/07/2018,land use: Meadows & Pastures,R,,NA,%,
